country,tests_cumulative,new_tests,tests_cumulative_corrected,new_tests_corrected,date,source,status,url
Scotland,NA,0,NA,NA,2021-02-21,manually,special_dashboard,https://public.tableau.com/profile/phs.covid.19#!/vizhome/COVID-19DailyDashboard_15960160643010/Dailyupdate
Seychelles,NA,0,NA,NA,2021-02-21,manually,automated,https://africacdc.org/covid-19/
SriLanka,NA,0,NA,NA,2021-02-21,manually,automated,https://www.hpb.health.gov.lk/en
Sudan,NA,0,NA,NA,2021-02-21,manually,automated,https://africacdc.org/covid-19/
Sweden,NA,0,NA,NA,2021-02-21,manually,pdf,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/statistik-och-analyser/antalet-testade-for-covid-19/
Tajikistan,NA,0,NA,NA,2021-02-21,manually,without_information,https://eurasianet.org/dashboard-coronavirus-in-eurasia
TheBahamas,NA,0,NA,NA,2021-02-21,manually,facebook,https://www.facebook.com/MOHBahamas/
TrinidadandTobago,NA,0,NA,NA,2021-02-21,manually,pdf,http://www.health.gov.tt/sitepages/default.aspx?id=293
UnitedRepublicofTanzania,NA,0,NA,NA,2021-02-21,manually,automated,https://africacdc.org/covid-19/
Uzbekistan,NA,0,NA,NA,2021-02-21,manually,without_information,https://t.me/koronavirusinfouz/3470
Venezuela,NA,0,NA,NA,2021-02-21,manually,without_information,https://covid19.patria.org.ve/?s=de+la+lucha+contra+la+COVID-19%3A
Vietnam,NA,0,NA,NA,2021-02-21,manually,without_information,https://ncov.moh.gov.vn/?fbclid=IwAR1JDjulr5Ni19WcUWqQqugrEN7Ta6HcGEMqEhdgzifWiSGlIxwknKr9VuU
Thailand,2713696,11022,2713696,11022,2021-02-21,manually,manually,http://nextcloud.dmsc.moph.go.th/index.php/s/wbioWZA
