country,tests_cumulative,new_tests,tests_cumulative_corrected,new_tests_corrected,date,source,status,url,comentarios,frecuencia,cambiar status
Denmark,NA,0,NA,NA,2021-06-20,manually,automated,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,NA,NA,NA
Dominica,NA,0,NA,NA,2021-06-20,manually,image,https://www.facebook.com/SupportRooseveltSkerrit/photos,NA,NA,NA
DominicanRepublic,NA,0,NA,NA,2021-06-20,manually,pdf,https://www.msp.gob.do/web/?page_id=6948#1586785071781-f0e8c057-f5f4,NA,NA,NA
Fiji,NA,0,NA,NA,2021-06-20,manually,automated,http://www.health.gov.fj/,NA,NA,NA
Finland,NA,0,NA,NA,2021-06-20,manually,automated,https://thl.fi/fi/web/infektiotaudit-ja-rokotukset/ajankohtaista/ajankohtaista-koronaviruksesta-covid-19/tilannekatsaus-koronaviruksesta,NA,NA,NA
FrenchPolynesia,NA,0,NA,NA,2021-06-20,manually,without_information,https://www.presidence.pf/?s=Coronavirus+COVID-19+le+point+sur+la+situation,NA,NA,NA
Georgia,NA,0,NA,NA,2021-06-20,manually,not_yet_automated_daily,https://stopcov.ge/en/,NA,NA,NA
Germany,NA,0,NA,NA,2021-06-20,manually,xslx,https://www.rki.de/DE/Content/InfAZ/N/Neuartiges_Coronavirus/Situationsberichte/Okt_2020/Archiv_Oktober.html,NA,NA,NA
Greenland,NA,0,NA,NA,2021-06-20,manually,automated,https://nun.gl/emner/borgere/coronavirus_emne/foelg_smittespredningen?sc_lang=da,NA,NA,NA
Grenada,NA,0,NA,NA,2021-06-20,manually,facebook,https://web.facebook.com/HealthGrenada/photos/a.570448523487244/952200915312001,NA,NA,NA
Guyana,NA,0,NA,NA,2021-06-20,manually,image,https://www.health.gov.gy/index.php/component/k2/item/354-guyana-covid-19-dashboard,NA,NA,NA
Honduras,NA,0,NA,NA,2021-06-20,manually,image,http://www.desastres.hn/COVID-19/COVID-19.png,NA,NA,NA
HongKong,NA,0,NA,NA,2021-06-20,manually,pdf,https://www.chp.gov.hk/files/pdf/statistics_on_covid_19_testing.pdf,NA,NA,NA
Iran,NA,0,NA,NA,2021-06-20,manually,automated,http://irangov.ir/search?key=Health%20Ministry&title=1,NA,NA,NA
Iraq,11269612,NA,NA,NA,2021-06-20,manually,image,https://www.facebook.com/MOH.GOV.IQ,NA,NA,NA
Israel,NA,0,NA,NA,2021-06-20,manually,not_yet_automated_daily,https://datadashboard.health.gov.il/COVID-19/general,NA,NA,NA
Jamaica,NA,0,NA,NA,2021-06-20,manually,automated,https://www.moh.gov.jm/?s=COVID-19+Clinical+Management+Summary,NA,NA,NA
Japan,15068754,NA,NA,NA,2021-06-20,manually,automated,https://www.mhlw.go.jp/stf/houdou/houdou_list_202007.html,NA,NA,NA
Jordan,NA,0,NA,NA,2021-06-20,manually,automated,https://corona.moh.gov.jo/en,NA,NA,NA
Kazakhstan,NA,0,NA,NA,2021-06-20,manually,special_dashboard,https://hls.kz/,NA,NA,NA
Kosovo,652772,0,NA,NA,2021-06-20,manually,facebook,https://www.facebook.com/IKSHPK,NA,NA,NA
Kuwait,2837466,0,NA,NA,2021-06-20,manually,twitter,https://twitter.com/KUWAIT_MOH,NA,NA,NA
Kyrgyzstan,NA,0,NA,NA,2021-06-20,manually,image,https://www.instagram.com/daryger_sunushu/,NA,NA,NA
Luxembourg,NA,0,NA,NA,2021-06-20,manually,not_yet_automated_daily,https://msan.gouvernement.lu/fr/graphiques-evolution.html,NA,NA,NA
Malaysia,NA,0,NA,NA,2021-06-20,manually,facebook,https://www.facebook.com/kementeriankesihatanmalaysia/photos/10157490776386237,NA,NA,NA
Maldives,962978,0,NA,NA,2021-06-20,manually,twitter,https://twitter.com/HPA_MV/status/1348675860627419136,NA,NA,NA
Moldova,NA,0,NA,NA,2021-06-20,manually,not_yet_automated_daily,https://msmps.gov.md/?s=cazuri+de+COVID-19,NA,NA,NA
Montenegro,NA,0,NA,NA,2021-06-20,manually,without_information,https://www.ijzcg.me/me/coronainfocg,NA,NA,NA
Myanmar,NA,0,NA,NA,2021-06-20,manually,automated,https://mohs.gov.mm/Main/content/publication/2019-ncov,NA,NA,NA
Netherlands,14271987,0,NA,NA,2021-06-20,manually,not_yet_automated_weekly,https://www.rivm.nl/en/novel-coronavirus-covid-19/current-information,NA,NA,NA
OccupiedPalestinianterritory,NA,0,NA,NA,2021-06-20,manually,automated,https://corona.ps/,NA,NA,NA
Oman,NA,0,NA,NA,2021-06-20,manually,twitter,https://twitter.com/OmanVSCovid19,NA,NA,NA
Pakistan,NA,0,NA,NA,2021-06-20,manually,automated,http://covid.gov.pk/,NA,NA,NA
Panama,NA,0,NA,NA,2021-06-20,manually,twitter,https://twitter.com/MINSAPma/status/1325931093804113925/photo/1,NA,NA,NA
PapuaNewGuinea,NA,0,NA,NA,2021-06-20,manually,problems_webpage,https://covid19.info.gov.pg/,NA,NA,NA
Paraguay,1465334,0,NA,NA,2021-06-20,manually,special_dashboard,https://www.mspbs.gov.py/reporte-covid19.html,NA,NA,NA
Peru,NA,0,NA,NA,2021-06-20,manually,xslx,https://covid19.minsa.gob.pe/sala_situacional.asp,NA,NA,NA
Philippines,NA,0,NA,NA,2021-06-20,manually,special_dashboard,https://www.doh.gov.ph/covid19tracker,NA,NA,NA
Poland,16962988,0,NA,NA,2021-06-20,manually,image,https://twitter.com/MZ_GOV_PL,NA,NA,NA
RepublicofKorea,NA,0,NA,NA,2021-06-20,manually,automated,http://ncov.mohw.go.kr/en/,NA,NA,NA
Romania,NA,0,NA,NA,2021-06-20,manually,automated,https://stirioficiale.ro/informatii,NA,NA,NA
Russia,NA,0,NA,NA,2021-06-20,manually,automated,https://www.rospotrebnadzor.ru/search/index.php?tags=&q=%C8%ED%F4%EE%F0%EC%E0%F6%E8%EE%ED%ED%FB%E9+%E1%FE%EB%EB%E5%F2%E5%ED%FC+%EE+%F1%E8%F2%F3%E0%F6%E8%E8+%E8+%EF%F0%E8%ED%E8%EC%E0%E5%EC%FB%F5+%EC%E5%F0%E0%F5+%EF%EE+%ED%E5%E4%EE%EF%F3%F9%E5%ED%E8%FE+%F0%E0%F1%EF%F0%EE%F1%F2%F0%E0%ED%E5%ED%E8%FF+%E7%E0%E1%EE%EB%E5%E2%E0%ED%E8%E9%2C+%E2%FB%E7%E2%E0%ED%ED%FB%F5+%ED%EE%E2%FB%EC+%EA%EE%F0%EE%ED%E0%E2%E8%F0%F3%F1%EE%EC&where=&how=d&from=&to=,NA,NA,NA
SaintKittsandNevis,NA,0,NA,NA,2021-06-20,manually,special_dashboard,https://covid19.gov.kn/,NA,NA,NA
SaintVincentandtheGrenadines,NA,0,NA,NA,2021-06-20,manually,image,https://www.facebook.com/SVGHEALTH/photos,NA,NA,NA
SanMarino,NA,0,NA,NA,2021-06-20,manually,automated,http://www.iss.sm/on-line/home/articolo49014558.html,NA,NA,NA
Scotland,NA,0,NA,NA,2021-06-20,manually,special_dashboard,https://public.tableau.com/profile/phs.covid.19#!/vizhome/COVID-19DailyDashboard_15960160643010/Dailyupdate,NA,NA,NA
Slovenia,NA,0,NA,NA,2021-06-20,manually,automated,https://www.nijz.si/sl/dnevno-spremljanje-okuzb-s-sars-cov-2-covid-19,NA,NA,NA
SouthAfrica,12549484,NA,NA,NA,2021-06-20,manually,automated,https://gis.nicd.ac.za/portal/apps/opsdashboard/index.html#/0ec12f471aaa4055999366669b38482d,NA,NA,NA
SriLanka,NA,0,NA,NA,2021-06-20,manually,automated,https://www.hpb.health.gov.lk/en,NA,NA,NA
Sweden,NA,0,NA,NA,2021-06-20,manually,pdf,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/statistik-och-analyser/antalet-testade-for-covid-19/,NA,NA,NA
Tajikistan,NA,0,NA,NA,2021-06-20,manually,without_information,https://eurasianet.org/dashboard-coronavirus-in-eurasia,NA,NA,NA
Thailand,NA,0,NA,NA,2021-06-20,manually,automated,https://ddc.moph.go.th/viralpneumonia/eng/index.php,NA,NA,NA
TheBahamas,NA,0,NA,NA,2021-06-20,manually,facebook,https://www.bahamas.gov.bs/wps/portal/public/gov/government/news/All%20News%20Press%20Release,NA,NA,NA
TrinidadandTobago,NA,0,NA,NA,2021-06-20,manually,pdf,http://www.health.gov.tt/sitepages/default.aspx?id=293,NA,NA,NA
UnitedArabEmirates,NA,0,NA,NA,2021-06-20,manually,automated,https://fcsa.gov.ae/en-us/Pages/Covid19/UAE-Covid-19-Updates.aspx,NA,NA,NA
Uruguay,NA,0,NA,NA,2021-06-20,manually,automated,https://www.gub.uy/sistema-nacional-emergencias/pagina-embebida/visualizador-casos-coronavirus-covid-19-uruguay,NA,NA,NA
Uzbekistan,NA,0,NA,NA,2021-06-20,manually,without_information,https://t.me/koronavirusinfouz/3470,NA,NA,NA
Venezuela,NA,0,NA,NA,2021-06-20,manually,without_information,https://covid19.patria.org.ve/?s=de+la+lucha+contra+la+COVID-19%3A,NA,NA,NA
Vietnam,NA,0,NA,NA,2021-06-20,manually,without_information,https://ncov.moh.gov.vn/?fbclid=IwAR1JDjulr5Ni19WcUWqQqugrEN7Ta6HcGEMqEhdgzifWiSGlIxwknKr9VuU,NA,NA,NA
