country,tests_cumulative,new_tests,tests_cumulative_corrected,new_tests_corrected,date,source,status,url,comentarios,frecuencia,cambiar status
Israel,NA,0,NA,NA,2021-02-23,manually,not_yet_automated_daily,https://datadashboard.health.gov.il/COVID-19/general,NA,NA,NA
Jamaica,196759,NA,NA,NA,2021-02-23,manually,automated,https://www.moh.gov.jm/covid-19-clinical-management-summary-for-tuesday-february-23-2021/,NA,NA,NA
Japan,8385833,NA,NA,NA,2021-02-23,manually,automated,https://www.mhlw.go.jp/stf/newpage_16977.html,NA,NA,NA
Jordan,4440208,NA,NA,NA,2021-02-23,manually,automated,https://corona.moh.gov.jo/en,NA,NA,NA
Kazakhstan,NA,0,NA,NA,2021-02-23,manually,special_dashboard,https://hls.kz/,NA,NA,NA
Kosovo,291847,NA,NA,NA,2021-02-23,manually,facebook,https://www.facebook.com/IKSHPK,NA,NA,NA
Kuwait,1746776,NA,NA,NA,2021-02-23,manually,twitter,https://twitter.com/KUWAIT_MOH/status/1364258197989711880/photo/1,NA,NA,NA
Kyrgyzstan,NA,0,NA,NA,2021-02-23,manually,image,http://www.med.kg/ru/informatsii.html,NA,NA,NA
Latvia,NA,0,NA,NA,2021-02-23,manually,automated,https://spkc.maps.arcgis.com/apps/opsdashboard/index.html#/4469c1fb01ed43cea6f20743ee7d5939,NA,NA,NA
Lithuania,NA,0,NA,NA,2021-02-23,manually,automated,https://koronastop.lrv.lt/en/,NA,NA,NA
Luxembourg,2081697,NA,NA,NA,2021-02-23,manually,not_yet_automated_daily,https://msan.gouvernement.lu/fr/graphiques-evolution.html,NA,NA,NA
Malaysia,NA,0,NA,NA,2021-02-23,manually,facebook,https://www.facebook.com/kementeriankesihatanmalaysia/photos/10157490776386237,NA,NA,NA
Maldives,502156,NA,NA,NA,2021-02-23,manually,twitter,https://twitter.com/HPA_MV/status/1364260377211662336/photo/1,NA,NA,NA
Malta,680433,NA,NA,NA,2021-02-23,manually,automated,https://timesofmalta.com/articles/view/watch-live-daily-coronavirus-briefing.790073,NA,NA,NA
Mauritania,NA,0,202248,0,2021-02-23,manually,automated,https://africacdc.org/covid-19/,NA,NA,NA
Moldova,696638,NA,NA,NA,2021-02-23,manually,not_yet_automated_daily,https://msmps.gov.md/wp-content/uploads/2021/02/23.02.2021.pdf,NA,NA,NA
Montenegro,NA,0,NA,NA,2021-02-23,manually,without_information,https://www.ijzcg.me/me/coronainfocg,NA,NA,NA
Netherlands,NA,0,NA,NA,2021-02-23,manually,not_yet_automated_weekly,https://www.rivm.nl/en/novel-coronavirus-covid-19/current-information,NA,NA,NA
Oman,NA,0,NA,NA,2021-02-23,manually,twitter,https://twitter.com/OmanVSCovid19,NA,NA,NA
Pakistan,NA,0,NA,NA,2021-02-23,manually,automated,http://covid.gov.pk/,NA,NA,NA
Panama,1865709,NA,NA,NA,2021-02-23,manually,twitter,https://twitter.com/MINSAPma/status/1364406223135768577/photo/1,NA,NA,NA
PapuaNewGuinea,NA,0,NA,NA,2021-02-23,manually,problems_webpage,https://covid19.info.gov.pg/,NA,NA,NA
Paraguay,730141,NA,NA,NA,2021-02-23,manually,special_dashboard,https://www.mspbs.gov.py/reporte-covid19.html,NA,NA,NA
Peru,7281747,NA,NA,NA,2021-02-23,manually,xslx,https://covid19.minsa.gob.pe/sala_situacional.asp,NA,NA,NA
Philippines,NA,0,NA,NA,2021-02-23,manually,special_dashboard,https://www.doh.gov.ph/covid19tracker,NA,NA,NA
Poland,9594884,NA,NA,NA,2021-02-23,manually,image,https://twitter.com/MZ_GOV_PL/status/1364149248707735553,NA,NA,NA
Russia,109840880,NA,NA,NA,2021-02-23,manually,image,https://www.rospotrebnadzor.ru/about/info/news/news_details.php?ELEMENT_ID=16955&sphrase_id=3145870,NA,NA,NA
SaintKittsandNevis,NA,0,NA,NA,2021-02-23,manually,special_dashboard,https://covid19.gov.kn/,NA,NA,NA
SaintVincentandtheGrenadines,NA,0,NA,NA,2021-02-23,manually,image,https://www.facebook.com/SVGHEALTH/photos,NA,NA,NA
SanMarino,40623,NA,NA,NA,2021-02-23,manually,automated,http://www.iss.sm/on-line/home/articolo49015230.html,NA,NA,NA
SaudiArabia,NA,0,NA,NA,2021-02-23,manually,automated,https://covid19.moh.gov.sa/,NA,NA,NA
Scotland,NA,0,NA,NA,2021-02-23,manually,special_dashboard,https://public.tableau.com/profile/phs.covid.19#!/vizhome/COVID-19DailyDashboard_15960160643010/Dailyupdate,NA,NA,NA
Seychelles,NA,0,NA,NA,2021-02-23,manually,automated,https://africacdc.org/covid-19/,NA,NA,NA
SriLanka,NA,0,NA,NA,2021-02-23,manually,automated,https://www.hpb.health.gov.lk/en,NA,NA,NA
Sudan,NA,0,NA,NA,2021-02-23,manually,automated,https://africacdc.org/covid-19/,NA,NA,NA
Sweden,NA,0,NA,NA,2021-02-23,manually,pdf,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/statistik-och-analyser/antalet-testade-for-covid-19/,NA,NA,NA
Tajikistan,NA,0,NA,NA,2021-02-23,manually,without_information,https://eurasianet.org/dashboard-coronavirus-in-eurasia,NA,NA,NA
Thailand,2713696,0,2713696,0,2021-02-23,manually,manually,http://nextcloud.dmsc.moph.go.th/index.php/s/wbioWZAQfManokc,NA,NA,NA
TheBahamas,NA,0,NA,NA,2021-02-23,manually,facebook,https://www.facebook.com/MOHBahamas/,NA,NA,NA
TrinidadandTobago,95342,NA,NA,NA,2021-02-23,manually,pdf,https://health.gov.tt/covid-19-update-tuesday-23rd-february-2021,NA,NA,NA
UnitedRepublicofTanzania,NA,0,NA,NA,2021-02-23,manually,automated,https://africacdc.org/covid-19/,NA,NA,NA
Uzbekistan,NA,0,NA,NA,2021-02-23,manually,without_information,https://t.me/koronavirusinfouz/3470,NA,NA,NA
Venezuela,NA,0,NA,NA,2021-02-23,manually,without_information,https://covid19.patria.org.ve/?s=de+la+lucha+contra+la+COVID-19%3A,NA,NA,NA
Vietnam,NA,0,NA,NA,2021-02-23,manually,without_information,https://ncov.moh.gov.vn/?fbclid=IwAR1JDjulr5Ni19WcUWqQqugrEN7Ta6HcGEMqEhdgzifWiSGlIxwknKr9VuU,NA,NA,NA
