country,date,tests_cumulative,new_tests,tests_cumulative_corrected,new_tests_corrected,source,status,url
Ireland,2021-12-22,NA,0,NA,NA,manually,automated,https://covid19ireland-geohive.hub.arcgis.com/pages/hospitals-icu--testing
Israel,2021-12-22,34864518,0,NA,NA,manually,not_yet_automated_daily,https://datadashboard.health.gov.il/COVID-19/general
Jamaica,2021-12-22,NA,0,NA,NA,manually,automated,https://www.moh.gov.jm/?s=COVID-19+Clinical+Management+Summary
Japan,2021-12-22,NA,0,NA,NA,manually,automated,https://www.mhlw.go.jp/stf/houdou/houdou_list_202007.html
Jordan,2021-12-22,NA,0,NA,NA,manually,automated,https://corona.moh.gov.jo/ar
Kazakhstan,2021-12-22,NA,0,NA,NA,manually,special_dashboard,https://hls.kz/
Kosovo,2021-12-22,NA,0,NA,NA,manually,facebook,https://datastudio.google.com/embed/u/0/reporting/2e546d77-8f7b-4c35-8502-38533aa0e9e8/page/MT0qB?fbclid=IwAR3bGrIV4hcD6Qe0CXv_f3ukuBKuNLkAacl4yPohGOvD5U_JjVERrnpqwes
Kuwait,2021-12-22,NA,0,NA,NA,manually,twitter,https://twitter.com/KUWAIT_MOH
Kyrgyzstan,2021-12-22,NA,0,NA,NA,manually,image,https://www.instagram.com/daryger_sunushu/
LaoPeoplesDemocraticRepublic,2021-12-22,NA,0,NA,NA,manually,automated,https://www.covid19.gov.la/index.php
Latvia,2021-12-22,5492801,0,NA,NA,manually,automated,https://spkc.maps.arcgis.com/apps/opsdashboard/index.html#/4469c1fb01ed43cea6f20743ee7d5939
Luxembourg,2021-12-22,NA,0,NA,NA,manually,not_yet_automated_daily,https://msan.gouvernement.lu/fr/graphiques-evolution.html
Malaysia,2021-12-22,NA,0,NA,NA,manually,facebook,https://www.facebook.com/kementeriankesihatanmalaysia/photos/10157490776386237
Maldives,2021-12-22,NA,0,NA,NA,manually,twitter,https://covid19.health.gov.mv/en/?c=0
Malta,2021-12-22,NA,0,NA,NA,manually,automated,https://timesofmalta.com/articles/view/watch-live-daily-coronavirus-briefing.790073
Moldova,2021-12-22,NA,0,NA,NA,manually,not_yet_automated,https://noi.md/md/societate/coronavirus-in-moldova-statistica-infectarilor-pe-teritoriul-tarii-428097
Montenegro,2021-12-22,NA,0,NA,NA,manually,without_information,https://www.ijzcg.me/me/coronainfocg
Myanmar,2021-12-22,NA,0,NA,NA,manually,automated,https://mohs.gov.mm/Main/content/publication/2019-ncov
Netherlands,2021-12-22,NA,0,NA,NA,manually,not_yet_automated_weekly,https://www.rivm.nl/en/novel-coronavirus-covid-19/current-information
NewCaledonia,2021-12-22,NA,0,NA,NA,manually,automated,https://covid19.nc/point-de-situation-en-nouvelle-caledonie/
OccupiedPalestinianterritory,2021-12-22,NA,0,NA,NA,manually,automated,https://corona.ps/
Oman,2021-12-22,NA,0,NA,NA,manually,twitter,https://twitter.com/OmanVSCovid19
Pakistan,2021-12-22,NA,0,NA,NA,manually,automated,http://covid.gov.pk/
Panama,2021-12-22,NA,0,NA,NA,manually,twitter,https://twitter.com/MINSAPma/status/1325931093804113925/photo/1
PapuaNewGuinea,2021-12-22,NA,0,NA,NA,manually,problems_webpage,https://covid19.info.gov.pg/
Paraguay,2021-12-22,NA,0,NA,NA,manually,special_dashboard,https://www.mspbs.gov.py/reporte-covid19.html
Peru,2021-12-22,NA,0,NA,NA,manually,xslx,https://covid19.minsa.gob.pe/sala_situacional.asp
Philippines,2021-12-22,NA,0,NA,NA,manually,special_dashboard,https://www.doh.gov.ph/covid19tracker
Poland,2021-12-22,NA,0,NA,NA,manually,image,https://twitter.com/MZ_GOV_PL
Portugal,2021-12-22,NA,0,NA,NA,manually,automated,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
RepublicofKorea,2021-12-22,NA,0,NA,NA,manually,automated,http://ncov.mohw.go.kr/en/
Russia,2021-12-22,NA,0,NA,NA,manually,automated,https://www.rospotrebnadzor.ru/search/index.php?tags=&q=%C8%ED%F4%EE%F0%EC%E0%F6%E8%EE%ED%ED%FB%E9+%E1%FE%EB%EB%E5%F2%E5%ED%FC+%EE+%F1%E8%F2%F3%E0%F6%E8%E8+%E8+%EF%F0%E8%ED%E8%EC%E0%E5%EC%FB%F5+%EC%E5%F0%E0%F5+%EF%EE+%ED%E5%E4%EE%EF%F3%F9%E5%ED%E8%FE+%F0%E0%F1%EF%F0%EE%F1%F2%F0%E0%ED%E5%ED%E8%FF+%E7%E0%E1%EE%EB%E5%E2%E0%ED%E8%E9%2C+%E2%FB%E7%E2%E0%ED%ED%FB%F5+%ED%EE%E2%FB%EC+%EA%EE%F0%EE%ED%E0%E2%E8%F0%F3%F1%EE%EC&where=&how=d&from=&to=
SaintKittsandNevis,2021-12-22,NA,0,NA,NA,manually,special_dashboard,https://covid19.gov.kn/
SaintVincentandtheGrenadines,2021-12-22,NA,0,NA,NA,manually,image,https://www.facebook.com/SVGHEALTH/photos
SanMarino,2021-12-22,NA,0,NA,NA,manually,automated,http://www.iss.sm/on-line/home/articolo49014558.html
Scotland,2021-12-22,NA,0,NA,NA,manually,special_dashboard,https://public.tableau.com/profile/phs.covid.19#!/vizhome/COVID-19DailyDashboard_15960160643010/Dailyupdate
Singapore,2021-12-22,NA,0,NA,NA,manually,automated,https://www.moh.gov.sg/covid-19
Slovakia,2021-12-22,NA,0,NA,NA,manually,automated,https://korona.gov.sk/
Slovenia,2021-12-22,NA,0,NA,NA,manually,automated,https://www.nijz.si/sl/dnevno-spremljanje-okuzb-s-sars-cov-2-covid-19
Spain,2021-12-22,NA,0,NA,NA,manually,automated,https://www.mscbs.gob.es/gabinete/notasPrensa.do
SriLanka,2021-12-22,NA,0,NA,NA,manually,automated,https://www.hpb.health.gov.lk/en
Sweden,2021-12-22,NA,0,NA,NA,manually,without_information,https://experience.arcgis.com/experience/09f821667ce64bf7be6f9f87457ed9aa
Tajikistan,2021-12-22,NA,0,NA,NA,manually,without_information,https://eurasianet.org/dashboard-coronavirus-in-eurasia
Thailand,2021-12-22,NA,0,NA,NA,manually,automated,https://ddc.moph.go.th/viralpneumonia/eng/index.php
TheBahamas,2021-12-22,NA,0,NA,NA,manually,facebook,https://www.bahamas.gov.bs/wps/portal/public/gov/government/news/All%20News%20Press%20Release
TrinidadandTobago,2021-12-22,NA,0,NA,NA,manually,pdf,http://www.health.gov.tt/sitepages/default.aspx?id=293
Turkey,2021-12-22,NA,0,NA,NA,manually,automated,https://covid19.saglik.gov.tr/
UnitedArabEmirates,2021-12-22,NA,0,NA,NA,manually,automated,https://fcsa.gov.ae/en-us/Pages/Covid19/UAE-Covid-19-Updates.aspx
UnitedKingdom,2021-12-22,388515019,0,NA,NA,manually,automated,https://coronavirus.data.gov.uk/testing
Uruguay,2021-12-22,NA,0,NA,NA,manually,automated,https://www.gub.uy/sistema-nacional-emergencias/pagina-embebida/visualizador-casos-coronavirus-covid-19-uruguay
US,2021-12-22,737956891,0,NA,NA,NA,NA,NA
Uzbekistan,2021-12-22,NA,0,NA,NA,manually,without_information,https://t.me/koronavirusinfouz/3470
Venezuela,2021-12-22,NA,0,NA,NA,manually,without_information,https://covid19.patria.org.ve/?s=de+la+lucha+contra+la+COVID-19%3A
Vietnam,2021-12-22,NA,0,NA,NA,manually,without_information,https://ncov.moh.gov.vn/?fbclid=IwAR1JDjulr5Ni19WcUWqQqugrEN7Ta6HcGEMqEhdgzifWiSGlIxwknKr9VuU
