country,date,tests_cumulative,new_tests,tests_cumulative_corrected,new_tests_corrected,source,status,url
Cyprus,2022-01-20,NA,0,NA,NA,manually,not_yet_automated_daily,https://covid19.ucy.ac.cy/
DemocraticRepublicoftheCongo,2022-01-20,NA,0,NA,NA,manually,automated,https://africacdc.org/covid-19/
Denmark,2022-01-20,NA,0,NA,NA,manually,automated,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts
Djibouti,2022-01-20,NA,0,NA,NA,manually,automated,https://africacdc.org/covid-19/
Dominica,2022-01-20,NA,0,NA,NA,manually,image,https://www.facebook.com/SupportRooseveltSkerrit/photos
DominicanRepublic,2022-01-20,NA,0,NA,NA,manually,pdf,https://www.msp.gob.do/web/?page_id=6948#1586785071781-f0e8c057-f5f4
Egypt,2022-01-20,NA,0,NA,NA,manually,automated,https://africacdc.org/covid-19/
EquatorialGuinea,2022-01-20,NA,0,NA,NA,manually,automated,https://africacdc.org/covid-19/
Eritrea,2022-01-20,NA,0,NA,NA,manually,automated,https://africacdc.org/covid-19/
Eswatini,2022-01-20,NA,0,NA,NA,manually,automated,https://africacdc.org/covid-19/
Ethiopia,2022-01-20,NA,0,NA,NA,manually,automated,https://africacdc.org/covid-19/
Fiji,2022-01-20,NA,0,NA,NA,manually,automated,http://www.health.gov.fj/
Finland,2022-01-20,NA,0,NA,NA,manually,automated,https://thl.fi/fi/web/infektiotaudit-ja-rokotukset/ajankohtaista/ajankohtaista-koronaviruksesta-covid-19/tilannekatsaus-koronaviruksesta
FrenchPolynesia,2022-01-20,NA,0,NA,NA,manually,without_information,https://www.presidence.pf/?s=Coronavirus+COVID-19+le+point+sur+la+situation
Gabon,2022-01-20,NA,0,NA,NA,manually,automated,https://africacdc.org/covid-19/
Georgia,2022-01-20,NA,0,NA,NA,manually,not_yet_automated_daily,https://stopcov.ge/en/
Germany,2022-01-20,NA,0,NA,NA,manually,xslx,https://www.rki.de/DE/Content/InfAZ/N/Neuartiges_Coronavirus/Situationsberichte/Okt_2020/Archiv_Oktober.html
Ghana,2022-01-20,NA,0,NA,NA,manually,automated,https://africacdc.org/covid-19/
Grenada,2022-01-20,NA,0,NA,NA,manually,facebook,https://web.facebook.com/HealthGrenada/photos/a.570448523487244/952200915312001
Guinea,2022-01-20,NA,0,NA,NA,manually,automated,https://africacdc.org/covid-19/
GuineaBissau,2022-01-20,NA,0,NA,NA,manually,automated,https://africacdc.org/covid-19/
Guyana,2022-01-20,NA,0,NA,NA,manually,image,https://www.health.gov.gy/
Honduras,2022-01-20,NA,0,NA,NA,manually,image,http://www.bvs.hn/COVID-19/
HongKong,2022-01-20,NA,0,NA,NA,manually,pdf,https://www.chp.gov.hk/files/pdf/statistics_on_covid_19_testing.pdf
Iran,2022-01-20,NA,0,NA,NA,manually,automated,http://irangov.ir/search?key=Health%20Ministry&title=1
Iraq,2022-01-20,NA,0,NA,NA,manually,image,https://www.facebook.com/MOH.GOV.IQ
Ireland,2022-01-20,NA,0,NA,NA,manually,automated,https://covid19ireland-geohive.hub.arcgis.com/pages/hospitals-icu--testing
Israel,2022-01-20,43407243,0,NA,NA,manually,not_yet_automated_daily,https://datadashboard.health.gov.il/COVID-19/general
Jamaica,2022-01-20,NA,0,NA,NA,manually,automated,https://www.moh.gov.jm/?s=COVID-19+Clinical+Management+Summary
Japan,2022-01-20,NA,0,NA,NA,manually,automated,https://www.mhlw.go.jp/stf/houdou/houdou_list_202007.html
Jordan,2022-01-20,NA,0,NA,NA,manually,automated,https://corona.moh.gov.jo/ar
Kazakhstan,2022-01-20,NA,0,NA,NA,manually,special_dashboard,https://hls.kz/
Kenya,2022-01-20,NA,0,NA,NA,manually,automated,https://africacdc.org/covid-19/
Kosovo,2022-01-20,NA,0,NA,NA,manually,facebook,https://datastudio.google.com/embed/u/0/reporting/2e546d77-8f7b-4c35-8502-38533aa0e9e8/page/MT0qB?fbclid=IwAR3bGrIV4hcD6Qe0CXv_f3ukuBKuNLkAacl4yPohGOvD5U_JjVERrnpqwes
Kuwait,2022-01-20,NA,0,NA,NA,manually,twitter,https://twitter.com/KUWAIT_MOH
Kyrgyzstan,2022-01-20,NA,0,NA,NA,manually,image,https://www.instagram.com/daryger_sunushu/
LaoPeoplesDemocraticRepublic,2022-01-20,NA,0,NA,NA,manually,automated,https://www.covid19.gov.la/index.php
Latvia,2022-01-20,5805589,0,NA,NA,manually,automated,https://spkc.maps.arcgis.com/apps/opsdashboard/index.html#/4469c1fb01ed43cea6f20743ee7d5939
Lesotho,2022-01-20,NA,0,NA,NA,manually,automated,https://africacdc.org/covid-19/
Liberia,2022-01-20,NA,0,NA,NA,manually,automated,https://africacdc.org/covid-19/
Libya,2022-01-20,NA,0,NA,NA,manually,automated,https://africacdc.org/covid-19/
Luxembourg,2022-01-20,NA,0,NA,NA,manually,not_yet_automated_daily,https://msan.gouvernement.lu/fr/graphiques-evolution.html
Madagascar,2022-01-20,NA,0,NA,NA,manually,automated,https://africacdc.org/covid-19/
Malawi,2022-01-20,NA,0,NA,NA,manually,automated,https://africacdc.org/covid-19/
Malaysia,2022-01-20,NA,0,NA,NA,manually,facebook,https://www.facebook.com/kementeriankesihatanmalaysia/photos/10157490776386237
Maldives,2022-01-20,NA,0,NA,NA,manually,twitter,https://covid19.health.gov.mv/en/?c=0
Mali,2022-01-20,NA,0,NA,NA,manually,automated,https://africacdc.org/covid-19/
Malta,2022-01-20,NA,0,NA,NA,manually,automated,https://timesofmalta.com/articles/view/watch-live-daily-coronavirus-briefing.790073
Mauritania,2022-01-20,NA,0,NA,NA,manually,automated,https://africacdc.org/covid-19/
Mauritius,2022-01-20,NA,0,NA,NA,manually,automated,https://africacdc.org/covid-19/
Moldova,2022-01-20,NA,0,NA,NA,manually,not_yet_automated,https://noi.md/md/societate/coronavirus-in-moldova-statistica-infectarilor-pe-teritoriul-tarii-428097
Montenegro,2022-01-20,NA,0,NA,NA,manually,without_information,https://www.ijzcg.me/me/coronainfocg
Morocco,2022-01-20,NA,0,NA,NA,manually,automated,https://africacdc.org/covid-19/
Mozambique,2022-01-20,NA,0,NA,NA,manually,automated,https://africacdc.org/covid-19/
Myanmar,2022-01-20,NA,0,NA,NA,manually,automated,https://mohs.gov.mm/Main/content/publication/2019-ncov
Namibia,2022-01-20,NA,0,NA,NA,manually,automated,https://africacdc.org/covid-19/
Netherlands,2022-01-20,NA,0,NA,NA,manually,not_yet_automated_weekly,https://www.rivm.nl/en/novel-coronavirus-covid-19/current-information
NewCaledonia,2022-01-20,NA,0,NA,NA,manually,automated,https://covid19.nc/point-de-situation-en-nouvelle-caledonie/
Niger,2022-01-20,NA,0,NA,NA,manually,automated,https://africacdc.org/covid-19/
Nigeria,2022-01-20,NA,0,NA,NA,manually,automated,https://africacdc.org/covid-19/
Norway,2022-01-20,NA,0,NA,NA,manually,automated,https://www.fhi.no/en/id/infectious-diseases/coronavirus/daily-reports/daily-reports-COVID19/
OccupiedPalestinianterritory,2022-01-20,NA,0,NA,NA,manually,automated,https://corona.ps/
Oman,2022-01-20,NA,0,NA,NA,manually,twitter,https://twitter.com/OmanVSCovid19
Pakistan,2022-01-20,NA,0,NA,NA,manually,automated,http://covid.gov.pk/
Panama,2022-01-20,NA,0,NA,NA,manually,twitter,https://twitter.com/MINSAPma/status/1325931093804113925/photo/1
PapuaNewGuinea,2022-01-20,NA,0,NA,NA,manually,problems_webpage,https://covid19.info.gov.pg/
Paraguay,2022-01-20,NA,0,NA,NA,manually,special_dashboard,https://www.mspbs.gov.py/reporte-covid19.html
Peru,2022-01-20,NA,0,NA,NA,manually,xslx,https://covid19.minsa.gob.pe/sala_situacional.asp
Philippines,2022-01-20,NA,0,NA,NA,manually,special_dashboard,https://www.doh.gov.ph/covid19tracker
Poland,2022-01-20,NA,0,NA,NA,manually,image,https://twitter.com/MZ_GOV_PL
RepublicofKorea,2022-01-20,NA,0,NA,NA,manually,automated,http://ncov.mohw.go.kr/en/
Russia,2022-01-20,NA,0,NA,NA,manually,automated,https://www.rospotrebnadzor.ru/search/index.php?tags=&q=%C8%ED%F4%EE%F0%EC%E0%F6%E8%EE%ED%ED%FB%E9+%E1%FE%EB%EB%E5%F2%E5%ED%FC+%EE+%F1%E8%F2%F3%E0%F6%E8%E8+%E8+%EF%F0%E8%ED%E8%EC%E0%E5%EC%FB%F5+%EC%E5%F0%E0%F5+%EF%EE+%ED%E5%E4%EE%EF%F3%F9%E5%ED%E8%FE+%F0%E0%F1%EF%F0%EE%F1%F2%F0%E0%ED%E5%ED%E8%FF+%E7%E0%E1%EE%EB%E5%E2%E0%ED%E8%E9%2C+%E2%FB%E7%E2%E0%ED%ED%FB%F5+%ED%EE%E2%FB%EC+%EA%EE%F0%EE%ED%E0%E2%E8%F0%F3%F1%EE%EC&where=&how=d&from=&to=
Rwanda,2022-01-20,NA,0,NA,NA,manually,automated,https://africacdc.org/covid-19/
SaintKittsandNevis,2022-01-20,NA,0,NA,NA,manually,special_dashboard,https://covid19.gov.kn/
SaintVincentandtheGrenadines,2022-01-20,NA,0,NA,NA,manually,image,https://www.facebook.com/SVGHEALTH/photos
SanMarino,2022-01-20,NA,0,NA,NA,manually,automated,http://www.iss.sm/on-line/home/articolo49014558.html
SaoTomeandPrincipe,2022-01-20,NA,0,NA,NA,manually,automated,https://africacdc.org/covid-19/
Scotland,2022-01-20,NA,0,NA,NA,manually,special_dashboard,https://public.tableau.com/profile/phs.covid.19#!/vizhome/COVID-19DailyDashboard_15960160643010/Dailyupdate
Senegal,2022-01-20,NA,0,NA,NA,manually,automated,https://africacdc.org/covid-19/
Seychelles,2022-01-20,NA,0,NA,NA,manually,automated,https://africacdc.org/covid-19/
SierraLeone,2022-01-20,NA,0,NA,NA,manually,automated,https://africacdc.org/covid-19/
Singapore,2022-01-20,NA,0,NA,NA,manually,automated,https://www.moh.gov.sg/covid-19
Slovakia,2022-01-20,NA,0,NA,NA,manually,automated,https://korona.gov.sk/
Slovenia,2022-01-20,NA,0,NA,NA,manually,automated,https://www.nijz.si/sl/dnevno-spremljanje-okuzb-s-sars-cov-2-covid-19
Somalia,2022-01-20,NA,0,NA,NA,manually,automated,https://africacdc.org/covid-19/
SouthAfrica,2022-01-20,NA,0,NA,NA,manually,automated,https://gis.nicd.ac.za/portal/apps/opsdashboard/index.html#/0ec12f471aaa4055999366669b38482d
SouthSudan,2022-01-20,NA,0,NA,NA,manually,automated,https://africacdc.org/covid-19/
Spain,2022-01-20,NA,0,NA,NA,manually,automated,https://www.mscbs.gob.es/gabinete/notasPrensa.do
SriLanka,2022-01-20,NA,0,NA,NA,manually,automated,https://www.hpb.health.gov.lk/en
Sudan,2022-01-20,NA,0,NA,NA,manually,automated,https://africacdc.org/covid-19/
Sweden,2022-01-20,NA,0,NA,NA,manually,without_information,https://experience.arcgis.com/experience/09f821667ce64bf7be6f9f87457ed9aa
Tajikistan,2022-01-20,NA,0,NA,NA,manually,without_information,https://eurasianet.org/dashboard-coronavirus-in-eurasia
Thailand,2022-01-20,NA,0,NA,NA,manually,automated,https://ddc.moph.go.th/viralpneumonia/eng/index.php
TheBahamas,2022-01-20,NA,0,NA,NA,manually,facebook,https://www.bahamas.gov.bs/wps/portal/public/gov/government/news/All%20News%20Press%20Release
TheGambia,2022-01-20,NA,0,NA,NA,manually,automated,https://africacdc.org/covid-19/
Togo,2022-01-20,NA,0,NA,NA,manually,automated,https://africacdc.org/covid-19/
TrinidadandTobago,2022-01-20,NA,0,NA,NA,manually,pdf,http://www.health.gov.tt/sitepages/default.aspx?id=293
Tunisia,2022-01-20,NA,0,NA,NA,manually,automated,https://africacdc.org/covid-19/
Turkey,2022-01-20,NA,0,NA,NA,manually,automated,https://covid19.saglik.gov.tr/
Uganda,2022-01-20,NA,0,NA,NA,manually,automated,https://africacdc.org/covid-19/
UnitedKingdom,2022-01-20,NA,0,NA,NA,manually,automated,https://coronavirus.data.gov.uk/testing
UnitedRepublicofTanzania,2022-01-20,NA,0,NA,NA,manually,automated,https://africacdc.org/covid-19/
Uruguay,2022-01-20,NA,0,NA,NA,manually,automated,https://www.gub.uy/sistema-nacional-emergencias/pagina-embebida/visualizador-casos-coronavirus-covid-19-uruguay
Uzbekistan,2022-01-20,NA,0,NA,NA,manually,without_information,https://t.me/koronavirusinfouz/3470
Venezuela,2022-01-20,NA,0,NA,NA,manually,without_information,https://covid19.patria.org.ve/?s=de+la+lucha+contra+la+COVID-19%3A
Vietnam,2022-01-20,NA,0,NA,NA,manually,without_information,https://ncov.moh.gov.vn/?fbclid=IwAR1JDjulr5Ni19WcUWqQqugrEN7Ta6HcGEMqEhdgzifWiSGlIxwknKr9VuU
WesternSahara,2022-01-20,NA,0,NA,NA,manually,automated,https://africacdc.org/covid-19/
Zambia,2022-01-20,NA,0,NA,NA,manually,automated,https://africacdc.org/covid-19/
Zimbabwe,2022-01-20,NA,0,NA,NA,manually,automated,https://africacdc.org/covid-19/
